id,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label
16,After today; Crooked Hillary can officially be called Lyin' Crooked Hillary.,FALSE,54637,NA,7/8/2016 1:52,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,20210,FALSE,FALSE,NA,NA,1
17,Thank you Speaker @PRyan!  #AmericaFirst #Trump2016  https://t.co/PPsyxGPdFc,FALSE,14757,NA,7/7/2016 20:09,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4601,FALSE,FALSE,NA,NA,-1
18,#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l,FALSE,18399,NA,7/7/2016 20:06,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6593,FALSE,FALSE,NA,NA,-1
19,Thank you Rep. Collins! #Trump2016 https://t.co/zkmPywMDxg,FALSE,10670,NA,7/7/2016 20:04,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3330,FALSE,FALSE,NA,NA,-1
20,Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!,FALSE,27451,NA,7/7/2016 18:07,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,6908,FALSE,FALSE,NA,NA,1
21,Great being in Cincinnati; Ohio last night- thank you! Off to Washington D.C. now. #Trump2016 #AmericaFirst https://t.co/sryJgRyd56,FALSE,19774,NA,7/7/2016 11:33,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5012,FALSE,FALSE,NA,NA,-1
22,Where is the outrage for this Disney book? Is this the 'Star of David' also?   Dishonest media! #Frozen https://t.co/4LJBpSm8xa,FALSE,62121,NA,7/7/2016 1:34,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,26442,FALSE,FALSE,NA,NA,-1
23,To all of my twitter followers; please contribute whatever you can to the campaign. We must beat Crooked Hillary. https://t.co/Xv8Q1GuWiH,FALSE,24746,NA,7/6/2016 21:58,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,9735,FALSE,FALSE,NA,NA,-1
24,I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes; @MarkHalperin @NBCPolitics,FALSE,16859,NA,7/6/2016 14:06,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5092,FALSE,FALSE,NA,NA,1
25,Sleepy eyes Chuck Todd; a man with so little touch for politics; is at it again.He could not have watched my standing ovation speech in N.C.,FALSE,15349,NA,7/6/2016 14:01,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4284,FALSE,FALSE,NA,NA,1
26,Even the once great Caesars is bankrupt in A.C. Others to follow. Ask the Democrat City Council what happened to Atlantic City.,FALSE,14936,NA,7/6/2016 13:24,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4998,FALSE,FALSE,NA,NA,1
27,Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center; Airport - and destroyed City,FALSE,13763,NA,7/6/2016 13:12,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4352,FALSE,FALSE,NA,NA,1
28,I made a lot of money in Atlantic City and left 7 years ago; great timing (as all know). Pols made big mistakes; now many bankruptcies.,FALSE,13041,NA,7/6/2016 13:08,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3547,FALSE,FALSE,NA,NA,1
29,Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch; her time will come!,FALSE,28750,NA,7/6/2016 12:31,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10586,FALSE,FALSE,NA,NA,1
30,The rigged system may have helped Hillary Clinton escape criminal charges; but...https://t.co/KO64IAMDgj https://t.co/8CBSfNpl2l,FALSE,16390,NA,7/6/2016 12:11,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7229,FALSE,FALSE,NA,NA,-1
31,Crooked Hillary has once again been proven to be a person who is dishonest; incompetent and of very bad judgement.,FALSE,24763,NA,7/6/2016 11:21,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8616,FALSE,FALSE,NA,NA,1
32,"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive; highly classified information."" Not fit!",FALSE,23406,NA,7/6/2016 11:12,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7942,FALSE,FALSE,NA,NA,1
33,Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!,FALSE,26650,NA,7/6/2016 4:36,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8526,FALSE,FALSE,NA,NA,1
34,"I don't think the voters will forget the rigged system that allowed Crooked Hillary to get away with ""murder."" Come November 8; she's out!",FALSE,37549,NA,7/6/2016 4:30,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,13115,FALSE,FALSE,NA,NA,1
35,Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,FALSE,25629,NA,7/6/2016 4:23,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,6187,FALSE,FALSE,NA,NA,1
36,I will be interviewed by @oreillyfactor tonight on @FoxNews at 11pm. Enjoy!,FALSE,10820,NA,7/6/2016 2:21,FALSE,NA,7.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2356,FALSE,FALSE,NA,NA,-1
37,My son; @EricTrump will be interviewed by @SeanHannity tonight at 10pm on @FoxNews. Enjoy!,FALSE,12470,NA,7/6/2016 0:52,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2782,FALSE,FALSE,NA,NA,-1
38,It was great spending time with @joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!,FALSE,15247,NA,7/5/2016 12:05,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3873,FALSE,FALSE,NA,NA,1
39,Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!,FALSE,38366,NA,7/5/2016 11:14,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14770,FALSE,FALSE,NA,NA,1
40,"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!",FALSE,12967,NA,7/4/2016 22:59,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2986,FALSE,FALSE,NA,NA,1
41,Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,FALSE,56100,NA,7/4/2016 22:30,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,22198,FALSE,FALSE,NA,NA,1
42,With Hillary and Obama; the terrorist attacks will only get worse. Politically correct fools; won't even call it what it is - RADICAL ISLAM!,FALSE,33046,NA,7/4/2016 15:34,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,12400,FALSE,FALSE,NA,NA,1
43,"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33;000 missing e-mails?",FALSE,28884,NA,7/4/2016 15:26,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10890,FALSE,FALSE,NA,NA,1
44,The only people who are not interested in being the V.P. pick are the people who have not been asked!,FALSE,17595,NA,7/4/2016 14:25,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4836,FALSE,FALSE,NA,NA,1
45,I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!,FALSE,12798,NA,7/4/2016 14:19,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3282,FALSE,FALSE,NA,NA,1
46,Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed; great people!,FALSE,14142,NA,7/4/2016 14:11,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3472,FALSE,FALSE,NA,NA,1
47,Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd; the end result was solid!,FALSE,13914,NA,7/4/2016 13:56,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3498,FALSE,FALSE,NA,NA,1
48,Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star; or plain star!,FALSE,24679,NA,7/4/2016 13:42,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7515,FALSE,FALSE,NA,NA,1
49,Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,FALSE,27366,NA,7/3/2016 20:16,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,9532,FALSE,FALSE,NA,NA,1
50,Just watched @meetthepress and how totally biased against me Chuck Todd; and the entire show; is against me.The good news-the people get it!,FALSE,20268,NA,7/3/2016 17:40,FALSE,NA,7.50E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5891,FALSE,FALSE,NA,NA,1
51,It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said; the system is totally rigged!,FALSE,49855,NA,7/2/2016 21:13,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,21459,FALSE,FALSE,NA,NA,1
52,It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,FALSE,36477,NA,7/2/2016 20:39,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,13088,FALSE,FALSE,NA,NA,1
53,Thank you @greta. #ImWithYou https://t.co/SLdqNhD4Tm,FALSE,14680,NA,7/2/2016 15:33,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5979,FALSE,FALSE,NA,NA,-1
54,Thank you for your support!  #AmericaFirst #LeadRight2016  https://t.co/a6f6xZNrym,FALSE,9287,NA,7/2/2016 15:32,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2985,FALSE,FALSE,NA,NA,-1
55,Thank you! #AmericaFirst https://t.co/MYG45LxGmH,FALSE,24292,NA,7/2/2016 15:23,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,8606,FALSE,FALSE,NA,NA,-1
56,If I become the next POTUS- they will not be ignoring! #AmericaFirst   https://t.co/97R0cQdnGI,FALSE,10165,NA,7/2/2016 15:19,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4098,FALSE,FALSE,NA,NA,-1
57,Crooked Hillary -- Makes History!   #ImWithYou #AmericaFirst https://t.co/PKQhYhMmIX,FALSE,25550,NA,7/2/2016 15:19,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,11182,FALSE,FALSE,NA,NA,-1
58,The #2A to our Constitution is clear. The right of the people to keep &amp; bear Arms shall not be infringed upon. https://t.co/sqe12D0MBJ,FALSE,25881,NA,7/2/2016 13:55,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,10335,FALSE,FALSE,NA,NA,-1
59,#AmericaFirst #ImWithYou https://t.co/iEcnnlJ728,FALSE,16615,NA,7/2/2016 13:45,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5981,FALSE,FALSE,NA,NA,-1
60,The speakers slots at the Republican Convention are totally filled; with a long waiting list of those that want to speak - Wednesday release,FALSE,14744,NA,7/2/2016 11:55,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4657,FALSE,FALSE,NA,NA,1
61,"Just read in the failing @nytimes that I was not aware ""the event had to be held in Cleveland"" - a total lie. These people are sick!",FALSE,13110,NA,7/2/2016 11:48,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4071,FALSE,FALSE,NA,NA,1
62,When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29,FALSE,14293,NA,7/2/2016 1:29,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5111,FALSE,FALSE,NA,NA,-1
63,Just returned from Colorado. Amazing crowd!,FALSE,15321,NA,7/2/2016 1:19,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3173,FALSE,FALSE,NA,NA,1
64,Thank you for inviting me to the Western Conservative Summit in Colorado! #ImWithYou #WCS16   https://t.co/lK3UW4fY2q https://t.co/QDQhRRuBbG,FALSE,13563,NA,7/1/2016 19:47,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4110,FALSE,FALSE,NA,NA,-1
65,Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE,FALSE,26297,NA,7/1/2016 17:07,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,8108,FALSE,FALSE,NA,NA,-1
66,These crimes won't be happening if I'm elected POTUS. Killer should have never been here. #AmericaFirst   https://t.co/XDGKaj0ico,FALSE,14882,NA,7/1/2016 16:43,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7063,FALSE,FALSE,NA,NA,-1
67,Yet another terrorist attack today in Israel -- a father; shot at by a Palestinian terrorist; was killed while:  https://t.co/Cv1HzKVbiT,FALSE,9631,NA,7/1/2016 15:51,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4242,FALSE,FALSE,NA,NA,-1
68,Horrible killing of a 13 year old American girl at her home in Israel by a Palestinian terrorist. We must get tough. https://t.co/zauQ6kb9Hj,FALSE,13916,NA,7/1/2016 13:32,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5598,FALSE,FALSE,NA,NA,-1
69,.@TraceAdkins great job on FOX this morning. Keep up the good work!,FALSE,10484,NA,7/1/2016 13:24,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2563,FALSE,FALSE,NA,NA,-1
70,Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?,FALSE,27782,NA,7/1/2016 12:12,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,10870,FALSE,FALSE,NA,NA,-1
71,Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.,FALSE,20547,NA,7/1/2016 12:12,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7996,FALSE,FALSE,NA,NA,-1
72,As Bernie Sanders said; Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!,FALSE,18527,NA,7/1/2016 12:11,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6066,FALSE,FALSE,NA,NA,-1
73,I will be interviewed by @SeanHannity tonight at 10pm on FOX! Enjoy!,FALSE,11265,NA,6/30/2016 22:41,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3040,FALSE,FALSE,NA,NA,-1
74,The reason I put up approximately $50 million for my successful primary campaign is very simple; I want to MAKE AMERICA GREAT AGAIN!,FALSE,27277,NA,6/30/2016 19:30,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,8544,FALSE,FALSE,NA,NA,-1
75,I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!,FALSE,18756,NA,6/30/2016 19:30,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5069,FALSE,FALSE,NA,NA,-1
76,The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!,FALSE,16694,NA,6/30/2016 19:29,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5376,FALSE,FALSE,NA,NA,-1
77,One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America.   https://t.co/mO9QrmYXRD,FALSE,17450,NA,6/30/2016 19:28,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7935,FALSE,FALSE,NA,NA,-1
78,Why would college graduates want Crooked Hillary as their President? She will destroy them!   https://t.co/S80xxdeHfG,FALSE,12241,NA,6/30/2016 18:53,FALSE,NA,7.49E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5104,FALSE,FALSE,NA,NA,-1
79,For reasons only they can explain; the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better.,FALSE,15425,NA,6/30/2016 2:39,FALSE,NA,7.48E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5495,FALSE,FALSE,NA,NA,1
80,Tremendous day in Massachusetts and Maine. Thank you to everyone for making it so special!,FALSE,14201,NA,6/30/2016 2:30,FALSE,NA,7.48E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3379,FALSE,FALSE,NA,NA,1
81,"""@Gengm7: @jakeda @realDonaldTrump As of April this year; Hillary had spent $264;000;000 on her campaign Mr.Trump $55;000;000. self funding""",FALSE,16602,NA,6/30/2016 1:46,FALSE,NA,7.48E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,6002,FALSE,FALSE,NA,NA,1
82,I will be on @oreillyfactor at 8:00 P.M. Enjoy!,FALSE,10413,NA,6/29/2016 22:57,FALSE,NA,7.48E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2462,FALSE,FALSE,NA,NA,1
83,ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!,FALSE,26993,NA,6/29/2016 18:21,FALSE,NA,7.48E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,10211,FALSE,FALSE,NA,NA,-1
84,Will be in Bangor; Maine today! Join me- 4pmE at the Cross Insurance Center! https://t.co/y4n4nERPFr https://t.co/7LAPewxE05,FALSE,9722,NA,6/29/2016 14:48,FALSE,NA,7.48E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2777,FALSE,FALSE,NA,NA,-1
